Date,Count,Top,Type,Tickers,Weights,PriceTickers
2007-12-24,9,AAPL,Recon,AAPL|MSFT|GOOG|QCOM|RIMM|CSCO|INTC|ORCL|GILD,0.295740|0.144758|0.121751|0.099826|0.081037|0.076400|0.068494|0.059510|0.052484,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM
2008-03-24,9,AAPL,Rebal,AAPL|MSFT|QCOM|GOOG|RIMM|CSCO|GILD|INTC|ORCL,0.255605|0.142257|0.121592|0.098526|0.094587|0.083924|0.068352|0.068281|0.066876,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM
2008-06-23,9,AAPL,Rebal,AAPL|QCOM|MSFT|RIMM|GOOG|CSCO|GILD|ORCL|INTC,0.283894|0.124130|0.119628|0.107151|0.104820|0.069682|0.067234|0.062987|0.060474,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM
2008-09-22,9,AAPL,Rebal,AAPL|QCOM|MSFT|GOOG|RIMM|CSCO|ORCL|GILD|INTC,0.261724|0.147021|0.129006|0.101132|0.089315|0.078831|0.068709|0.065396|0.058867,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM
2008-12-22,11,AAPL,Recon,AAPL|QCOM|MSFT|GILD|GOOG|ORCL|CSCO|INTC|AMGN|TEVA|CELG,0.210774|0.137066|0.119908|0.090561|0.085985|0.075025|0.068734|0.056166|0.056052|0.052377|0.047353,AAPL|AMGN|CELG|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2009-03-23,11,AAPL,Rebal,AAPL|QCOM|MSFT|GOOG|GILD|ORCL|CSCO|TEVA|INTC|AMGN|CELG,0.247260|0.143043|0.103990|0.094316|0.074881|0.070144|0.064303|0.061721|0.055913|0.044286|0.040143,AAPL|AMGN|CELG|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2009-06-22,11,AAPL,Rebal,AAPL|QCOM|MSFT|GOOG|ORCL|GILD|RIMM|CSCO|TEVA|INTC|AMGN,0.267590|0.138763|0.112019|0.093477|0.065100|0.064401|0.060209|0.059132|0.053776|0.047912|0.037621,AAPL|AMGN|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2009-09-21,11,AAPL,Rebal,AAPL|QCOM|MSFT|GOOG|CSCO|RIMM|ORCL|GILD|INTC|TEVA|AMGN,0.302445|0.118318|0.102715|0.096227|0.064038|0.062771|0.059328|0.054701|0.050376|0.050293|0.038789,AAPL|AMGN|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2009-12-21,10,AAPL,Recon,AAPL|MSFT|QCOM|GOOG|ORCL|CSCO|TEVA|RIMM|INTC|GILD,0.318169|0.121005|0.116937|0.113199|0.065620|0.062564|0.051712|0.050768|0.050581|0.049444,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2010-03-22,10,AAPL,Rebal,AAPL|MSFT|GOOG|QCOM|CSCO|ORCL|TEVA|INTC|GILD|RIMM,0.350000|0.108871|0.103235|0.096285|0.066222|0.066155|0.058281|0.053636|0.049111|0.048204,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2010-06-21,10,AAPL,Rebal,AAPL|MSFT|GOOG|QCOM|ORCL|CSCO|INTC|TEVA|RIMM|GILD,0.350000|0.110058|0.104318|0.098235|0.068911|0.067817|0.058927|0.055020|0.044256|0.042457,AAPL|BB|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2010-09-20,10,AAPL,Rebal,AAPL|QCOM|GOOG|MSFT|ORCL|AMZN|CSCO|TEVA|INTC|GILD,0.350000|0.110771|0.101408|0.100776|0.076660|0.059861|0.059051|0.053174|0.049188|0.039111,AAPL|AMZN|CSCO|GILD|GOOG|INTC|MSFT|ORCL|QCOM|TEVA
2010-12-20,10,AAPL,Recon,AAPL|QCOM|GOOG|MSFT|ORCL|AMZN|INTC|CSCO|TEVA|SBUX,0.350000|0.114894|0.107125|0.099443|0.079690|0.065434|0.049776|0.048065|0.044841|0.040733,AAPL|AMZN|CSCO|GOOG|INTC|MSFT|ORCL|QCOM|SBUX|TEVA
2011-03-21,10,AAPL,Rebal,AAPL|QCOM|GOOG|MSFT|ORCL|AMZN|INTC|SBUX|CSCO|TEVA,0.350000|0.128074|0.106652|0.093077|0.081245|0.060356|0.048645|0.044883|0.043779|0.043287,AAPL|AMZN|CSCO|GOOG|INTC|MSFT|ORCL|QCOM|SBUX|TEVA
2011-06-20,10,AAPL,Rebal,AAPL|MSFT|ORCL|GOOG|INTC|QCOM|AMZN|CSCO|AMGN|CMCSA,0.232768|0.163325|0.128587|0.097998|0.089189|0.071552|0.067874|0.066290|0.043021|0.039394,AAPL|AMGN|AMZN|CMCSA|CSCO|GOOG|INTC|MSFT|ORCL|QCOM
2011-09-19,10,AAPL,Rebal,AAPL|MSFT|ORCL|GOOG|INTC|AMZN|CSCO|QCOM|AMGN|CMCSA,0.272334|0.162768|0.104807|0.099083|0.082183|0.078320|0.064788|0.064356|0.037291|0.034069,AAPL|AMGN|AMZN|CMCSA|CSCO|GOOG|INTC|MSFT|ORCL|QCOM
2011-12-19,6,AAPL,Recon,AAPL|MSFT|GOOG|ORCL|INTC|CSCO,0.325190|0.196396|0.144939|0.132878|0.111326|0.089272,AAPL|CSCO|GOOG|INTC|MSFT|ORCL
2012-03-19,6,AAPL,Rebal,AAPL|MSFT|GOOG|ORCL|INTC|QCOM,0.350000|0.209017|0.124691|0.116630|0.112807|0.086854,AAPL|GOOG|INTC|MSFT|ORCL|QCOM
